"667";"zavařovat";"10";"0,082"
"668";"holit";"10";"0,082"
"669";"vztekat";"10";"0,082"
"670";"vládnout";"10";"0,082"
"671";"zouvat";"10";"0,082"
"672";"svěřovat";"10";"0,082"
"673";"prokládat";"10";"0,082"
"674";"krást";"10";"0,082"
"675";"chlastat";"10";"0,082"
"676";"umývat";"10";"0,082"
"677";"truchlit";"10";"0,082"
"678";"dopomáhat";"10";"0,082"
"679";"popisovat";"10";"0,082"
"680";"rozlučovat";"10";"0,082"
"681";"koupat";"10";"0,082"
"682";"pohrdat";"10";"0,082"
"683";"nadechovat";"10";"0,082"
"684";"vzdělávat";"10";"0,082"
"685";"šmelit";"10";"0,082"
"686";"budit";"10";"0,082"
"687";"získávat";"10";"0,082"
"688";"odměňovat";"10";"0,082"
"689";"poskytovat";"10";"0,082"
"690";"zašlehávat";"10";"0,082"
"691";"posunovat";"10";"0,082"
"692";"připevňovat";"10";"0,082"
"693";"kout";"9";"0,074"
"694";"zpochybňovat";"9";"0,074"
"695";"hlásat";"9";"0,074"
"696";"rýt";"9";"0,074"
"697";"zahazovat";"9";"0,074"
"698";"loupat";"9";"0,074"
"699";"zapojovat";"9";"0,074"
"700";"kroutit";"9";"0,074"
"701";"ohýbat";"9";"0,074"
"702";"odnášet";"9";"0,074"
"703";"zavrhovat";"9";"0,074"
"704";"vsázet";"9";"0,074"
"705";"růst";"9";"0,074"
"706";"chybět";"9";"0,074"
"707";"chlubit";"9";"0,074"
"708";"oceňovat";"9";"0,074"
"709";"nahrávat";"9";"0,074"
"710";"prozrazovat";"9";"0,074"
"711";"spekulovat";"9";"0,074"
"712";"přehlížet";"9";"0,074"
"713";"hrbit";"9";"0,074"
"714";"klusat";"9";"0,074"
"715";"mávat";"9";"0,074"
"716";"tížit";"9";"0,074"
"717";"vyhrožovat";"9";"0,074"
"718";"zadávat";"9";"0,074"
"719";"uctívat";"9";"0,074"
"720";"hrabat";"9";"0,074"
"721";"chvátat";"9";"0,074"
"722";"uvolňovat";"9";"0,074"
"723";"hajat";"9";"0,074"
"724";"vrtat";"9";"0,074"
"725";"olizovat";"9";"0,074"
"726";"dohadovat";"9";"0,074"
"727";"upřednostňovat";"9";"0,074"
"728";"vyhlížet";"9";"0,074"
"729";"balit";"9";"0,074"
"730";"utírat";"9";"0,074"
"731";"třpytit";"9";"0,074"
"732";"vykonávat";"9";"0,074"
"733";"dštít";"9";"0,074"
"734";"odebírat";"9";"0,074"
"735";"třídit";"9";"0,074"
"736";"stlačovat";"9";"0,074"
"737";"crčet";"9";"0,074"
"738";"mračit";"9";"0,074"
"739";"vyptávat";"9";"0,074"
"740";"otužovat";"9";"0,074"
"741";"chladit";"9";"0,074"
"742";"putovat";"9";"0,074"
"743";"zavádět";"9";"0,074"
"744";"motat";"9";"0,074"
"745";"ladit";"9";"0,074"
"746";"žehlit";"9";"0,074"
"747";"přeskakovat";"9";"0,074"
"748";"couvat";"8";"0,066"
"749";"zadržovat";"8";"0,066"
"750";"rozšiřovat";"8";"0,066"
"751";"přizpůsobovat";"8";"0,066"
"752";"mudrovat";"8";"0,066"
"753";"zlehčovat";"8";"0,066"
"754";"rozmýšlet";"8";"0,066"
"755";"unavovat";"8";"0,066"
"756";"hloupnout";"8";"0,066"
"757";"odmlouvat";"8";"0,066"
"758";"papat";"8";"0,066"
"759";"píchat";"8";"0,066"
"760";"rozdělovat";"8";"0,066"
"761";"polevovat";"8";"0,066"
"762";"krčit";"8";"0,066"
"763";"vdát";"8";"0,066"
"764";"nasazovat";"8";"0,066"
"765";"porušovat";"8";"0,066"
"766";"googlovat";"8";"0,066"
"767";"pojit";"8";"0,066"
"768";"počínat";"8";"0,066"
"769";"smutnit";"8";"0,066"
"770";"většit";"8";"0,066"
"771";"týrat";"8";"0,066"
"772";"kárat";"8";"0,066"
"773";"kloktat";"8";"0,066"
"774";"shazovat";"8";"0,066"
"775";"upozorňovat";"8";"0,066"
"776";"přimíchávat";"8";"0,066"
"777";"probírat";"8";"0,066"
"778";"marnit";"8";"0,066"
